date,away_team,home_team,q1_total,away_q1_avg_L5,away_pace,home_q1_avg_L5,home_pace,combined_pace,season_q1_avg,home_advantage
2025-10-23,Oklahoma City,Indiana,47,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,61.333333333333336,1
2025-10-23,OKC,IND,47,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,61.333333333333336,1
2025-10-23,DEN,GS,58,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,61.333333333333336,1
2025-10-23,Denver,Golden State,58,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,61.333333333333336,1
2025-10-24,MIL,TOR,46,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,ATL,ORL,49,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,CLE,BKN,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,BOS,NY,52,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,DET,HOU,65,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,SA,NO,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,WSH,DAL,63,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,GS,POR,56,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,UTAH,SAC,55,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,PHX,LAC,67,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,MIA,MEM,69,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,MIN,LAL,76,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Miami,Memphis,69,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Cleveland,Brooklyn,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Milwaukee,Toronto,46,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Utah,Sacramento,55,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Golden State,Portland,56,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Atlanta,Orlando,49,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Boston,New York,52,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,San Antonio,New Orleans,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Washington,Dallas,63,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Minnesota,LA Lakers,76,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Phoenix,LA Clippers,67,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-24,Detroit,Houston,65,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,60.07142857142857,1
2025-10-25,Phoenix,Denver,62,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,IND,MEM,44,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,Indiana,Memphis,44,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,PHX,DEN,62,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,CHA,PHI,65,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,OKC,ATL,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,CHI,ORL,59,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-25,Oklahoma City,Atlanta,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.73076923076923,1
2025-10-26,BKN,SA,55,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.266666666666666,1
2025-10-26,BOS,DET,57,29.176470588235293,234.4558823529412,30.63235294117647,234.4558823529412,234.4558823529412,59.266666666666666,1
